ano,municipio,populacao,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2008,69,13659,8.04,209.1,946.27,4.18
2009,69,13717,0.0,215.18,994.33,4.97
2010,69,12307,8.13,266.44,1081.94,3.03
2011,69,12248,24.38,293.22,1144.15,3.34
2012,69,12198,0.0,338.43,1248.98,2.38
2013,69,12372,8.13,274.58,1533.24,1.08
2014,69,12318,0.0,504.63,1435.84,2.57
2015,69,12300,0.0,451.21,1296.55,2.49
2016,69,12266,0.0,441.45,1551.26,2.4
2017,69,12237,8.17,457.84,1486.84,2.58
2002,70,4089,0.0,299.41,732.84,0.0
2003,70,4144,0.0,334.33,513.31,0.0
2004,70,4259,0.0,248.05,442.7,0.0
2005,70,4323,23.99,235.71,481.49,0.0
2006,70,4387,0.0,309.44,542.77,7.29
2007,70,4383,0.0,324.41,550.64,1.7
2008,70,4595,23.31,337.39,762.21,1.2
2009,70,4655,0.0,412.97,648.6,2.76
2010,70,4371,0.0,397.22,680.04,4.23
2011,70,4401,0.0,408.81,756.05,5.91
2012,70,4431,0.0,478.42,899.43,4.78
2013,70,4548,0.0,521.35,969.99,3.02
2014,70,4580,0.0,795.43,905.34,0.0
2015,70,4612,0.0,570.64,992.46,0.0
2016,70,4642,0.0,582.86,1190.55,0.0
2017,70,4673,0.0,619.28,1317.86,0.0
2002,71,4356,22.47,175.02,532.24,1.05
2003,71,4320,0.0,207.23,519.48,0.46
2004,71,4242,44.8,20457.79,511.32,747.61
2005,71,4199,67.1,233.13,594.17,1.67
2006,71,4157,44.67,243.28,714.48,1.09
2007,71,4483,0.0,295.56,734.16,4.48
2008,71,4752,22.28,281.48,717.24,22.93
2009,71,4780,0.0,288.41,858.05,4.83
2010,71,4498,44.46,428.78,785.55,1.57
2011,71,4503,22.1,442.81,830.11,1.61
2012,71,4508,43.82,299.88,894.26,4.6
2013,71,4598,0.0,332.24,1030.39,6.16
2014,71,4602,0.0,450.23,1140.35,3.75
2015,71,4615,21.67,453.06,1351.81,2.69
2016,71,4623,0.0,584.22,1047.35,5.88
2017,71,4631,21.59,,1436.28,
2002,72,335236,31.56,211.32,1635.44,9.78
2003,72,348491,56.0,245.84,1808.5,10.1
2004,72,376318,73.71,1.9,1767.52,0.01
2005,72,391718,67.19,314.59,1772.23,12.19
2006,72,407003,64.65,379.59,1802.03,12.79
2007,72,415098,53.47,398.85,1827.13,15.61
2008,72,429507,63.95,441.7,1891.42,15.89
2009,72,441748,51.84,1037.59,1973.99,33.88
2010,72,377547,44.7,510.92,1912.85,1.14
2011,72,383570,58.65,508.59,1951.56,0.89
2012,72,388873,47.73,546.15,2178.35,3.44
2013,72,402098,52.9,678.12,2342.21,1.9
2014,72,407872,55.81,711.54,2648.51,4.69
2015,72,412902,50.38,718.14,2738.04,2.07
2016,72,417980,49.52,691.66,2996.27,3.02
2017,72,422877,42.57,744.07,3034.11,1.81
2002,73,4295,0.0,189.76,493.24,3.19
2003,73,4250,0.0,127.39,468.55,3.06
2004,73,4156,0.0,457.59,497.17,5.55
2005,73,4104,0.0,159.39,619.68,1.71
2006,73,4052,0.0,210.07,654.15,2.62
2007,73,3881,0.0,234.58,752.21,3.31
2008,73,3932,0.0,268.22,726.36,3.11
2009,73,3881,25.97,326.88,798.68,3.94
2010,73,3796,26.36,382.11,777.61,5.66
2011,73,3747,0.0,418.42,810.98,6.84
2012,73,3703,53.4,474.85,918.12,5.55
2013,73,3722,0.0,627.38,1069.88,2.92
2014,73,3676,26.36,582.01,1247.72,2.15
2015,73,3646,0.0,577.25,1424.84,4.5
2016,73,3610,27.7,646.59,1245.3,6.69
2017,73,3577,27.96,480.3,1506.32,0.02
2002,74,13120,7.71,169.19,643.39,1.62
2003,74,13272,0.0,130.74,645.21,1.52
2004,74,13590,7.61,50.54,593.75,1.59
2005,74,13767,0.0,191.5,615.85,2.75
2006,74,13942,7.51,191.1,658.25,2.25
2007,74,13617,0.0,226.71,711.22,2.51
2008,74,14180,7.42,277.26,733.55,2.4
2009,74,14309,0.0,257.74,725.22,1.75
2010,74,13653,7.32,312.78,723.72,1.6
2011,74,13719,0.0,338.74,777.29,0.63
2012,74,13783,28.66,365.73,863.64,1.33
2013,74,14115,0.0,355.24,959.1,1.84
2014,74,14183,7.32,425.05,1073.7,5.4
2015,74,14261,0.0,457.36,1137.24,7.08
2016,74,14331,6.98,452.88,1183.76,2.55
2017,74,14400,6.94,457.85,1265.28,5.43
2002,75,2772,0.0,216.48,581.02,3.34
2003,75,2749,0.0,217.3,698.75,5.42
2004,75,2701,0.0,1800.6,565.57,39.98
2005,75,2674,0.0,310.05,579.87,5.89
2006,75,2648,0.0,313.75,680.04,4.59
2007,75,2629,0.0,359.85,760.03,3.41
2008,75,2642,112.41,427.99,836.75,5.56
2009,75,2621,0.0,431.22,828.01,6.93
2010,75,2634,0.0,414.55,869.02,8.46
2011,75,2615,0.0,444.02,923.36,9.34
2012,75,2602,0.0,471.87,1001.73,10.42
2013,75,2635,0.0,657.39,1218.07,10.76
2014,75,2620,38.02,596.89,1242.56,9.36
2015,75,2612,38.28,680.12,1281.82,5.94
2016,75,2603,0.0,827.49,1387.84,6.62
2017,75,2593,0.0,1516.16,1670.63,6.04
2002,76,37928,8.03,85.06,641.49,2.01
2003,76,38324,13.32,118.24,676.22,2.43
