ano,municipio,populacao,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2008,648,14792,0.0,329.87,770.2,12.35
2009,648,14846,7.07,371.12,828.62,3.64
2010,648,14167,0.0,468.99,908.22,4.33
2011,648,14150,21.1,625.39,1032.05,5.82
2012,648,14151,6.98,513.74,1143.74,0.0
2013,648,14420,0.0,583.13,1172.11,0.0
2014,648,14420,0.0,621.71,1411.37,0.0
2015,648,14448,6.92,636.95,1480.62,0.0
2016,648,14462,0.0,750.77,1606.26,0.0
2017,648,14478,0.0,659.89,2232.96,0.0
2002,649,16669,0.0,109.45,570.79,0.0
2003,649,16813,0.0,83.04,767.63,0.0
2004,649,17116,0.0,149.1,768.75,2.08
2005,649,17283,5.97,100.47,809.55,0.02
2006,649,17449,23.78,108.81,1003.95,0.0
2007,649,16156,5.92,127.66,943.27,0.0
2008,649,17279,11.79,128.75,1025.79,0.0
2009,649,17359,17.61,395.67,1179.19,0.0
2010,649,17123,17.53,178.64,1245.19,0.0
2011,649,17168,0.0,184.44,1222.44,0.0
2012,649,17224,11.47,248.2,1380.42,0.0
2013,649,17611,0.0,244.71,1524.24,0.0
2014,649,17671,0.0,266.95,1974.39,0.0
2015,649,17750,11.27,304.6,2014.85,0.0
2016,649,17815,0.0,320.76,2351.44,0.0
2017,649,17881,11.19,339.45,2429.99,0.0
2002,650,5237,19.32,193.97,712.64,4.23
2003,650,5282,0.0,215.31,503.54,5.12
2004,650,5374,0.0,251.84,536.53,0.0
2005,650,5426,0.0,281.05,570.62,2.82
2006,650,5477,0.0,295.3,668.26,3.17
2007,650,5388,19.05,360.86,668.38,3.49
2008,650,5590,18.99,434.65,637.24,6.28
2009,650,5631,18.94,407.83,716.11,2.22
2010,650,5292,0.0,436.96,736.56,0.43
2011,650,5304,0.0,522.7,793.6,2.63
2012,650,5315,0.0,512.88,837.5,2.54
2013,650,5428,0.0,655.88,932.31,3.16
2014,650,5439,0.0,619.75,967.4,2.56
2015,650,5459,0.0,669.12,999.26,4.73
2016,650,5474,0.0,721.52,1196.62,7.23
2017,650,5489,0.0,722.24,1233.74,4.4
2002,651,14704,34.12,140.74,601.71,0.6
2003,651,14610,13.77,154.27,571.91,1.1
2004,651,14414,27.78,96.09,564.96,1.69
2005,651,14305,7.01,164.74,583.49,0.69
2006,651,14198,35.34,158.03,657.07,0.86
2007,651,14856,21.39,181.52,643.69,0.99
2008,651,15314,35.98,200.52,666.55,1.0
2009,651,15343,14.52,218.93,768.94,0.3
2010,651,13648,21.99,241.44,764.46,0.45
2011,651,13548,7.35,269.76,822.87,4.18
2012,651,13455,14.69,333.11,871.06,4.15
2013,651,13603,29.31,313.85,967.99,3.64
2014,651,13504,7.33,379.68,1076.67,4.56
2015,651,13454,7.43,424.52,1179.32,2.99
2016,651,13383,0.0,408.02,1289.22,3.92
2017,651,13319,30.03,485.23,1359.3,3.93
2002,652,5354,18.79,161.58,568.09,1.72
2003,652,5321,0.0,116.65,553.89,0.39
2004,652,5254,0.0,307.98,548.06,2.74
2005,652,5216,0.0,182.49,582.45,0.0
2006,652,5179,0.0,196.72,678.27,0.0
2007,652,5068,0.0,172.92,635.57,0.0
2008,652,5178,0.0,212.63,730.59,0.19
2009,652,5149,0.0,218.06,748.57,0.22
2010,652,4931,0.0,220.37,765.87,0.0
2011,652,4887,0.0,257.57,891.94,0.0
2012,652,4850,0.0,308.34,1016.25,0.0
2013,652,4900,0.0,324.97,1108.63,0.0
2014,652,4861,0.0,373.08,1195.21,0.0
2015,652,4839,0.0,383.06,1282.99,0.0
2016,652,4812,0.0,417.44,1443.97,0.0
2017,652,4786,0.0,454.38,1523.28,0.0
2002,653,1983,0.0,493.17,627.34,3.4
2003,653,2018,0.0,322.72,677.33,4.58
2004,653,2092,0.0,422.52,641.98,1.39
2005,653,2133,0.0,405.12,675.47,6.64
2006,653,2174,0.0,486.42,712.86,7.32
2007,653,2035,0.0,499.85,680.73,9.57
2008,653,2117,0.0,667.33,739.37,11.33
2009,653,2137,0.0,598.34,741.02,15.52
2010,653,2116,0.0,649.82,743.15,17.88
2011,653,2132,0.0,926.3,893.94,19.02
2012,653,2148,0.0,1049.09,1062.78,19.37
2013,653,2205,0.0,929.82,1128.16,14.81
2014,653,2222,0.0,987.29,1104.12,10.16
2015,653,2239,0.0,918.54,1214.95,10.64
2016,653,2254,0.0,987.12,1313.48,10.16
2017,653,2270,0.0,1010.25,1458.98,9.92
2002,654,5717,0.0,142.81,534.03,1.55
2003,654,5876,0.0,138.06,565.75,2.58
2004,654,6209,0.0,127.03,550.75,1.72
2005,654,6394,0.0,146.78,561.12,2.11
2006,654,6577,0.0,170.81,580.82,1.44
2007,654,6174,0.0,199.12,669.84,1.17
2008,654,6481,0.0,231.8,640.23,4.01
2009,654,6589,0.0,248.73,769.82,2.23
2010,654,6863,29.12,297.84,819.73,2.5
2011,654,6982,0.0,304.38,874.12,3.41
2012,654,7093,0.0,362.34,990.63,4.14
2013,654,7348,14.56,347.65,1094.95,4.41
2014,654,7469,14.56,390.22,1393.96,4.13
2015,654,7572,39.62,,1531.12,
2016,654,7678,0.0,453.83,1650.56,4.23
2017,654,7779,0.0,539.01,1795.0,5.56
2002,655,3810,0.0,189.53,681.21,9.19
2003,655,3843,0.0,185.29,676.7,2.2
2004,655,3914,27.15,210.26,672.08,2.42
2005,655,3953,0.0,225.87,747.1,3.83
2006,655,3992,0.0,249.95,839.63,2.49
2007,655,3566,0.0,306.95,813.9,2.72
2008,655,3649,0.0,415.87,836.92,2.78
2009,655,3636,55.38,446.14,844.4,1.05
2010,655,3601,0.0,450.89,968.9,0.97
2011,655,3585,0.0,763.42,1048.69,1.21
2012,655,3575,27.63,782.36,1149.22,3.22
2013,655,3631,27.81,688.17,1222.34,11.79
2014,655,3620,0.0,903.48,1262.77,6.05
2015,655,3618,0.0,866.14,1405.51,9.1
2016,655,3612,27.68,789.7,1532.16,12.97
2017,655,3608,27.72,918.27,1681.85,7.35
2002,656,3998,0.0,249.0,654.0,2.06
2003,656,4058,0.0,316.52,645.31,3.32
2004,656,4183,0.0,176.82,561.78,1.72
2005,656,4252,24.65,335.77,1236.54,3.53
2006,656,4321,48.84,443.3,958.0,3.61
2007,656,4154,24.19,466.01,861.12,3.56
2008,656,4320,0.0,480.6,712.72,3.66
2009,656,4362,23.76,441.79,789.72,4.14
2010,656,4242,0.0,602.63,738.45,0.0
2011,656,4276,23.28,522.8,840.89,0.0
2012,656,4305,0.0,590.61,855.65,0.0
2013,656,4416,23.55,690.38,956.02,0.0
2014,656,4446,23.55,733.03,1025.12,0.0
2015,656,4477,0.0,758.07,1187.78,0.0
2016,656,4506,22.19,774.77,1279.23,0.0
2017,656,4534,44.11,768.61,1340.56,0.0
2002,657,10240,0.0,163.09,544.9,0.0
2003,657,10258,0.0,202.75,465.56,0.0
2004,657,10298,0.0,145.71,476.88,2.08
2005,657,10320,0.0,176.78,499.86,0.0
2006,657,10342,0.0,204.84,585.54,0.0
2007,657,8292,11.85,254.77,576.88,0.0
2008,657,8300,12.18,278.05,590.06,0.0
2009,657,8097,12.52,237.9,591.4,0.24
2010,657,7777,25.73,294.0,638.23,0.23
2011,657,7586,13.14,329.77,788.92,1.32
2012,657,7406,0.0,388.29,871.2,0.32
2013,657,7338,12.87,366.87,950.33,0.0
2014,657,7153,0.0,402.42,1098.9,0.01
2015,657,7018,0.0,326.67,1350.73,0.02
2016,657,6865,14.57,379.84,1370.52,0.28
2017,657,6721,29.76,442.3,1530.14,4.73
2002,658,9433,10.29,77.49,519.86,0.85
2003,658,9325,20.52,101.14,530.75,0.71
2004,658,9099,30.69,178.31,550.93,0.0
2005,658,8973,0.0,168.34,612.73,0.86
2006,658,8849,10.18,185.81,686.26,1.13
2007,658,9544,0.0,197.57,689.91,0.14
2008,658,9845,20.26,240.77,745.73,0.5
2009,658,9855,0.0,212.36,752.75,2.22
2010,658,9908,20.16,236.27,878.5,3.44
2011,658,9938,30.04,412.52,849.8,2.11
2012,658,9958,19.84,350.05,987.97,1.91
2013,658,10167,0.0,402.77,1070.42,2.63
2014,658,10186,10.08,541.52,1542.06,1.82
2015,658,10221,19.57,509.49,1324.28,3.53
2016,658,10247,9.76,546.5,1321.56,3.66
2017,658,10273,0.0,616.5,1410.8,0.63
2002,659,120741,12.76,116.24,1017.71,0.0
2003,659,123242,23.61,97.17,1008.98,0.53
2004,659,128492,24.23,11.66,1070.81,0.07
2005,659,131398,26.49,143.14,1028.98,0.24
2006,659,134282,36.1,149.17,1048.59,0.0
2007,659,120738,32.52,169.5,1116.27,0.0
2008,659,125285,34.65,255.04,1144.81,0.0
2009,659,126195,48.73,282.85,1232.18,0.0
2010,659,126219,35.64,305.0,1275.25,0.0
2011,659,127096,54.81,347.47,1280.95,0.11
2012,659,127897,38.6,381.72,1435.83,0.0
2013,659,131212,31.68,412.6,1559.98,0.05
2014,659,132072,36.43,418.73,1809.5,0.21
2015,659,132964,33.09,475.78,1916.27,0.04
2016,659,133797,36.62,565.2,2088.19,0.0
2017,659,134610,34.92,512.57,2280.25,0.07
2002,660,16314,24.75,132.89,622.69,0.54
2003,660,16335,0.0,97.14,598.43,0.69
2004,660,16379,18.69,1004.08,687.88,2.37
2005,660,16404,6.25,122.91,675.18,0.83
2006,660,16428,6.27,130.92,701.8,1.06
2007,660,15894,12.59,160.09,749.44,1.66
2008,660,16334,6.32,209.61,726.26,1.87
2009,660,16326,12.69,206.59,874.05,1.8
2010,660,15707,25.47,267.17,892.62,0.0
2011,660,15661,6.36,288.54,944.28,0.0
2012,660,15619,6.32,279.37,1116.4,0.0
2013,660,15867,19.1,267.45,1169.73,0.0
2014,660,15823,0.0,357.36,1217.92,0.0
2015,660,15818,6.32,261.22,1328.75,0.0
2016,660,15796,0.0,358.83,1395.65,0.0
2017,660,15777,6.34,277.05,1513.92,0.0
2002,661,21529,18.32,135.3,749.35,2.75
2003,661,21620,9.05,150.12,805.23,2.54
2004,661,21810,13.43,75.64,780.96,0.66
2005,661,21915,4.42,248.79,862.03,3.68
2006,661,22020,8.75,263.73,935.45,0.75
2007,661,22159,17.3,267.96,915.9,5.73
2008,661,22965,4.28,291.63,938.41,11.55
2009,661,23112,12.69,290.98,910.79,10.94
2010,661,23880,12.55,373.19,957.89,10.04
2011,661,24093,8.26,445.82,1026.52,11.44
2012,661,24283,4.07,551.83,1149.01,4.87
2013,661,24954,8.37,722.66,1318.33,7.55
2014,661,25159,8.37,810.44,1450.88,9.2
2015,661,25360,7.89,751.07,1506.51,7.96
2016,661,25552,11.74,817.54,1673.84,8.37
2017,661,25738,11.66,831.64,1815.62,7.16
2002,662,37071,8.06,93.61,554.35,0.63
2003,662,37234,2.67,68.4,710.09,0.98
2004,662,37577,5.3,113.58,633.52,1.89
2005,662,37766,5.27,95.49,681.61,0.68
2006,662,37954,7.85,104.95,750.74,2.66
2007,662,37363,10.4,116.27,819.15,1.25
2008,662,38628,7.75,142.98,872.89,1.19
2009,662,38789,5.14,204.41,919.37,0.99
2010,662,39182,7.66,181.49,819.02,2.42
2011,662,39367,2.53,218.7,871.27,2.94
2012,662,39550,2.5,224.33,1006.3,2.44
2013,662,40460,5.1,254.18,1087.47,6.56
2014,662,40641,5.1,297.93,1158.25,6.75
2015,662,40865,7.34,286.02,1316.51,6.36
2016,662,41065,9.74,298.37,1402.33,7.33
2017,662,41262,9.69,322.49,1499.3,8.39
2002,663,6567,29.42,228.36,598.2,0.99
2003,663,6468,14.69,163.89,822.66,0.61
2004,663,6261,29.34,430.41,556.56,4.68
2005,663,6147,0.0,198.96,672.92,1.3
2006,663,6033,14.63,207.97,791.31,0.47
2007,663,6917,0.0,249.0,857.48,0.61
2008,663,7127,0.0,214.04,764.3,1.18
2009,663,7157,0.0,282.17,668.02,1.92
2010,663,6862,0.0,230.34,1030.26,8.79
2011,663,6865,0.0,336.2,1102.04,6.37
2012,663,6872,0.0,388.68,1191.07,8.55
2013,663,7008,29.16,386.92,1311.62,5.64
2014,663,7014,14.58,461.86,1756.92,8.09
2015,663,7032,56.88,478.4,1617.65,7.09
2016,663,7043,56.79,506.77,1985.22,8.13
2017,663,7056,14.17,601.56,1895.56,11.89
2002,664,24614,12.05,109.11,774.58,0.0
2003,664,24816,15.84,113.4,851.83,0.0
2004,664,25239,15.61,45.53,804.57,0.13
2005,664,25474,15.39,219.84,818.33,0.0
2006,664,25706,15.18,271.29,842.0,0.0
2007,664,26180,14.96,283.19,842.52,0.0
2008,664,27277,11.07,325.63,868.78,0.0
2009,664,27571,14.55,296.24,924.04,0.0
2010,664,27850,10.76,327.64,1014.31,0.0
2011,664,28160,17.67,493.71,1153.16,0.0
2012,664,28435,13.89,530.26,1451.08,0.0
2013,664,29277,21.52,480.0,1600.66,0.0
2014,664,29574,28.7,643.91,1752.05,2.1
2015,664,29851,10.05,681.14,1894.98,0.0
2016,664,30121,19.92,806.84,2206.58,0.0
2017,664,30384,6.58,764.57,2266.34,0.0
2002,665,7430,27.38,138.01,577.17,2.03
2003,665,7533,27.2,139.81,684.79,2.33
2004,665,7750,0.0,528.71,587.29,0.0
2005,665,7870,26.85,209.88,648.12,0.94
2006,665,7989,13.34,250.86,694.77,0.34
2007,665,7442,13.26,291.9,762.62,1.02
2008,665,7717,0.0,334.87,684.59,0.81
2009,665,7762,0.0,365.2,721.29,2.13
2010,665,7679,26.03,394.86,756.97,1.94
2011,665,7718,25.79,504.95,881.06,3.2
2012,665,7754,12.73,584.94,1024.39,2.09
2013,665,7940,0.0,561.71,1096.31,2.8
2014,665,7978,26.03,591.48,1094.0,2.86
2015,665,8022,12.47,599.49,1217.15,2.35
2016,665,8060,37.22,636.99,1398.9,2.97
2017,665,8098,24.7,747.16,1437.84,0.81
2002,666,2321,81.75,325.3,529.67,5.19
2003,666,2299,0.0,343.07,516.54,5.93
2004,666,2255,0.0,515.99,498.36,8.36
2005,666,2231,0.0,447.93,477.75,3.38
2006,666,2206,38.27,504.98,519.18,3.27
2007,666,2796,0.0,543.23,504.58,7.68
2008,666,2942,0.0,583.07,786.74,2.32
2009,666,2999,36.45,643.4,719.47,2.85
2010,666,2789,35.87,790.44,711.23,3.96
2011,666,2820,0.0,772.61,840.29,3.44
2012,666,2852,0.0,825.8,940.7,3.2
2013,666,2940,0.0,836.63,1014.01,2.98
2014,666,2974,0.0,1032.39,1089.36,4.31
2015,666,3005,33.28,873.85,1127.6,2.19
2016,666,3035,0.0,918.17,1210.83,2.7
2017,666,3065,0.0,997.82,1310.16,4.89
2002,667,4730,0.0,177.08,636.83,2.32
2003,667,4685,21.04,175.0,624.74,3.67
2004,667,4590,21.16,178.55,609.61,2.32
2005,667,4538,0.0,232.06,685.22,3.17
2006,667,4486,0.0,592.88,737.26,9.77
2007,667,4504,0.0,323.68,778.99,4.75
2008,667,4601,0.0,365.0,499.12,6.78
2009,667,4574,0.0,386.42,813.52,3.97
2010,667,4603,0.0,421.97,921.72,6.56
2011,667,4550,0.0,440.87,980.86,7.83
2012,667,4532,0.0,552.62,1178.99,0.38
2013,667,4595,21.88,608.94,1454.46,0.67
2014,667,4575,0.0,698.44,1196.87,0.0
2015,667,4568,0.0,630.38,1222.52,0.0
2016,667,4555,21.95,669.79,1318.47,0.0
2017,667,4544,0.0,411.61,1512.47,0.0
2002,668,7334,27.76,58.9,858.8,0.0
2003,668,7469,0.0,45.11,652.12,0.0
2004,668,7753,67.87,121.44,622.78,2.72
2005,668,7910,67.12,107.69,767.25,3.19
2006,668,8066,66.39,116.21,827.02,10.47
2007,668,7347,13.13,113.42,776.75,25.9
2008,668,7618,12.99,146.19,756.72,5.84
2009,668,7671,0.0,126.03,796.84,2.9
2010,668,7870,12.71,152.92,893.38,2.84
2011,668,7928,0.0,165.27,873.24,3.6
2012,668,7990,24.72,177.19,916.89,3.05
2013,668,8209,38.14,232.35,1057.2,2.65
2014,668,8275,50.86,193.01,1156.62,2.09
2015,668,8340,47.96,237.39,1240.33,17.24
2016,668,8401,0.0,359.12,1337.6,3.82
2017,668,8462,47.27,212.91,1414.89,4.94
2002,669,4875,0.0,324.12,834.58,0.0
2003,669,4909,0.0,264.6,548.58,0.0
2004,669,4981,21.56,110.64,435.37,0.0
2005,669,5021,21.74,382.45,799.54,1.11
2006,669,5060,0.0,430.15,581.33,3.06
2007,669,5427,0.0,439.02,809.11,1.85
2008,669,5408,22.33,493.42,632.79,8.21
2009,669,5466,0.0,602.85,638.58,7.91
2010,669,4397,22.74,611.36,625.27,7.23
2011,669,4366,0.0,615.54,736.75,7.38
2012,669,4336,0.0,923.56,856.23,4.59
2013,669,4385,0.0,707.74,1067.29,3.02
2014,669,4353,0.0,821.71,1096.62,0.0
2015,669,4337,0.0,821.33,1226.89,0.0
2016,669,4314,0.0,881.69,1422.22,0.0
2017,669,4294,46.58,871.96,1309.15,0.0
2002,670,5157,0.0,255.22,872.9,0.0
2003,670,5055,0.0,221.02,873.6,0.0
2004,670,4840,19.14,224.75,858.35,0.0
2005,670,4721,19.28,254.07,721.8,0.0
2006,670,4603,0.0,269.78,775.85,0.0
2007,670,5189,0.0,382.4,803.79,0.0
2008,670,5331,19.72,416.87,780.35,0.0
2009,670,5321,0.0,424.26,837.32,0.0
2010,670,4996,0.0,497.35,939.45,0.0
2011,670,4962,20.06,452.92,937.26,0.0
2012,670,4934,40.05,662.74,1069.52,0.0
2013,670,4995,0.0,593.51,1174.79,0.0
2014,670,4964,0.0,662.56,1346.96,0.0
2015,670,4950,0.0,685.02,1378.78,0.0
2016,670,4929,0.0,829.39,1463.49,0.0
2017,670,4911,0.0,844.49,1632.71,0.0
2002,671,4911,41.15,148.72,607.94,0.76
2003,671,4905,20.71,173.38,441.6,0.94
2004,671,4892,41.7,171.08,351.49,3.12
2005,671,4885,62.98,173.8,603.26,2.42
2006,671,4877,0.0,172.4,586.57,3.7
2007,671,4583,42.57,197.14,701.11,4.58
2008,671,4605,21.43,259.63,656.98,4.79
2009,671,4568,21.58,262.83,701.6,5.23
2010,671,4610,21.74,283.65,727.77,5.12
2011,671,4575,21.76,397.56,790.27,0.0
2012,671,4552,65.13,425.21,862.45,0.0
2013,671,4610,108.7,353.08,857.04,0.82
2014,671,4584,21.74,458.05,927.8,1.24
2015,671,4573,21.87,502.34,1020.56,4.04
2016,671,4556,21.95,528.54,1155.12,6.83
2017,671,4541,22.02,480.7,1425.03,2.95
2002,672,4112,0.0,276.27,507.79,0.08
2003,672,4075,24.23,162.43,510.24,0.0
2004,672,3997,0.0,188.56,519.99,0.0
2005,672,3953,0.0,204.95,636.68,0.0
2006,672,3910,24.63,254.47,595.36,0.0
2007,672,4054,49.54,210.63,603.2,0.0
2008,672,4138,24.91,235.85,595.18,0.0
2009,672,4129,25.06,380.17,845.39,0.0
2010,672,3979,0.0,370.36,701.28,0.0
2011,672,3951,75.58,409.82,761.75,10.11
2012,672,3935,25.11,632.57,966.56,4.94
2013,672,3990,25.2,612.59,1063.28,1.11
2014,672,3972,50.4,780.01,917.82,2.78
2015,672,3967,50.42,665.07,810.76,3.29
2016,672,3956,0.0,567.66,1250.16,4.05
2017,672,3945,25.35,586.78,1342.06,4.24
2002,673,5752,0.0,127.23,520.38,0.45
2003,673,5751,17.1,143.06,532.97,1.0
2004,673,5750,34.03,177.47,698.64,0.69
2005,673,5749,84.64,177.02,788.34,3.41
2006,673,5749,50.52,195.16,735.73,3.06
2007,673,5983,0.0,200.25,737.19,3.07
2008,673,6096,100.05,205.96,766.14,3.84
2009,673,6126,16.59,444.99,808.4,4.67
2010,673,6055,0.0,244.6,798.66,1.56
2011,673,6078,32.75,317.18,898.37,2.69
2012,673,6101,32.37,438.7,973.69,3.56
2013,673,6241,16.52,263.92,1022.66,1.93
2014,673,6265,16.52,359.42,1122.53,3.3
2015,673,6295,0.0,279.0,1315.21,1.88
2016,673,6321,79.1,335.62,1395.01,2.13
2017,673,6346,31.52,356.98,1547.39,1.61
2002,674,8132,46.24,208.02,677.49,0.69
2003,674,8157,0.0,165.48,879.51,0.91
2004,674,8210,10.8,191.66,854.58,2.88
2005,674,8240,0.0,255.67,920.18,2.78
2006,674,8269,0.0,279.35,956.04,2.61
2007,674,10598,9.76,283.79,1103.91,3.9
2008,674,11254,28.3,343.79,1232.61,6.97
2009,674,11571,9.12,333.09,1432.48,7.28
2010,674,11343,17.64,363.71,1521.4,5.43
2011,674,11587,0.0,359.71,1567.17,8.1
2012,674,11830,16.69,483.24,1667.68,9.03
2013,674,12319,0.0,480.33,1756.98,8.1
2014,674,12586,17.64,554.45,2019.35,8.15
2015,674,12803,0.0,589.29,2000.6,18.74
2016,674,13029,15.35,610.13,2208.2,17.46
2017,674,13246,15.1,799.28,2308.48,28.29
2002,675,194808,41.91,68.42,1133.74,0.58
2003,675,199406,58.33,84.6,1155.9,2.34
2004,675,209057,65.59,113.71,1226.43,5.3
2005,675,214398,54.15,115.17,1242.55,5.59
2006,675,219699,49.57,131.6,1301.51,13.58
2007,675,222507,48.1,135.05,1514.32,15.37
2008,675,227438,40.64,176.03,1617.64,17.89
2009,675,231607,46.24,184.85,1582.38,12.81
2010,675,203184,33.51,256.62,1629.0,23.03
2011,675,204327,44.81,260.87,1765.84,23.68
2012,675,205666,36.49,310.58,1481.68,25.62
2013,675,211052,43.85,293.1,1576.89,24.14
2014,675,212492,48.29,346.07,1798.81,20.34
2015,675,213971,37.86,322.55,1893.16,21.53
2016,675,215356,24.61,395.67,2099.37,16.94
2017,675,216709,24.0,403.87,2267.23,25.68
2002,676,13904,7.16,79.19,569.94,1.76
2003,676,13993,28.37,93.5,627.78,2.9
2004,676,14179,14.05,112.56,659.43,3.03
2005,676,14282,6.96,114.3,701.22,3.09
2006,676,14384,0.0,141.7,801.97,4.66
2007,676,14217,6.84,171.95,847.47,6.14
2008,676,14716,6.78,203.1,746.81,6.15
2009,676,14806,0.0,233.47,826.27,9.13
2010,676,15011,26.65,268.31,803.38,5.58
2011,676,15111,13.17,316.97,900.03,6.32
2012,676,15207,12.99,342.83,1027.57,6.92
2013,676,15602,26.65,432.89,1131.1,7.53
2014,676,15706,26.65,467.41,1176.56,3.29
2015,676,15813,12.65,421.29,1253.85,2.17
2016,676,15914,6.28,450.45,1369.06,2.35
2017,676,16012,37.47,442.17,1517.4,4.94
2002,677,10328,9.62,93.02,498.38,1.0
2003,677,10319,9.6,123.43,544.88,2.42
2004,677,10301,9.58,137.65,587.38,2.1
2005,677,10291,0.0,169.07,658.95,1.86
2006,677,10282,0.0,224.91,686.59,1.94
2007,677,10432,0.0,263.66,667.88,2.97
2008,677,10785,9.51,278.09,667.95,3.34
2009,677,10821,0.0,318.96,808.4,4.08
2010,677,10561,0.0,435.8,953.28,6.23
2011,677,10568,9.42,426.24,839.66,6.01
2012,677,10584,0.0,531.89,970.59,11.16
2013,677,10800,0.0,497.23,1049.7,3.97
2014,677,10817,28.43,484.96,1117.24,6.04
2015,677,10848,0.0,500.82,1191.79,5.47
2016,677,10872,18.4,488.44,1436.97,5.39
2017,677,10897,18.35,525.41,1385.68,6.54
2002,678,5465,0.0,153.11,551.45,0.0
2003,678,5477,0.0,162.84,612.8,0.02
2004,678,5503,0.0,203.07,602.78,0.02
2005,678,5517,18.64,221.69,661.44,1.04
2006,678,5531,18.69,246.26,777.71,1.22
2007,678,5724,0.0,255.75,755.5,1.54
2008,678,5942,0.0,505.31,909.41,2.61
2009,678,5989,18.86,384.72,986.59,2.45
2010,678,5293,18.93,428.43,241.76,1.9
2011,678,5272,0.0,423.89,996.83,4.26
2012,678,5261,37.55,569.7,1065.29,3.41
2013,678,5348,0.0,519.22,1194.8,2.23
2014,678,5336,0.0,521.68,1240.04,1.36
2015,678,5336,0.0,475.6,1382.33,3.47
2016,678,5331,0.0,526.7,1390.55,0.6
2017,678,5327,0.0,611.85,1420.72,3.28
2002,679,14309,0.0,77.96,532.65,1.21
2003,679,14289,6.96,78.57,606.77,1.04
2004,679,14249,13.91,104.76,577.45,0.71
2005,679,14227,27.8,117.92,592.54,0.4
2006,679,14204,27.8,136.94,637.14,0.89
2007,679,14427,6.95,144.22,645.42,0.66
2008,679,14889,34.74,136.26,658.27,0.88
2009,679,14931,27.79,193.48,838.93,1.48
2010,679,14399,13.89,217.33,807.38,1.55
2011,679,14398,34.56,286.99,861.66,1.52
2012,679,14402,34.29,313.91,936.22,2.21
2013,679,14678,34.73,357.4,960.12,0.0
2014,679,14682,34.73,371.36,1003.89,2.98
2015,679,14712,40.78,330.69,1051.45,3.91
2016,679,14729,33.95,347.51,1141.19,3.38
2017,679,14747,54.25,487.8,1363.53,4.32
2002,680,9282,0.0,125.25,581.36,0.0
2003,680,9284,21.72,95.49,639.4,0.0
2004,680,9288,10.89,107.99,605.54,0.0
2005,680,9291,10.92,139.11,666.13,0.0
2006,680,9293,10.95,160.42,778.05,0.0
2007,680,9141,10.98,180.71,768.88,0.0
2008,680,9335,0.0,236.92,806.76,0.0
2009,680,9333,0.0,280.14,897.77,0.0
2010,680,9031,0.0,264.12,951.58,0.0
2011,680,9008,0.0,299.11,1017.01,0.0
2012,680,8990,0.0,397.51,1166.28,0.0
2013,680,9138,0.0,493.78,1343.26,0.0
2014,680,9119,11.08,452.44,1455.14,0.0
2015,680,9121,0.0,486.59,1511.42,0.0
2016,680,9113,0.0,615.43,1709.91,0.0
2017,680,9106,0.0,644.11,1788.44,0.0
2002,681,5238,0.0,266.72,539.93,0.0
2003,681,5248,0.0,197.1,560.93,0.0
2004,681,5267,19.49,234.69,664.94,0.0
2005,681,5278,0.0,294.57,630.87,0.0
2006,681,5289,0.0,326.16,652.34,0.0
2007,681,5543,0.0,399.06,713.76,0.0
2008,681,5813,0.0,455.86,746.0,0.0
2009,681,5869,0.0,430.38,656.16,0.0
2010,681,4996,0.0,467.99,682.77,0.0
2011,681,4976,0.0,503.78,746.2,0.0
2012,681,4960,0.0,566.32,885.42,0.0
2013,681,5034,27.91,575.81,957.18,0.0
2014,681,5016,0.0,678.41,1000.33,0.0
2015,681,5012,0.0,773.29,1101.73,0.0
2016,681,5002,0.0,671.21,1098.54,0.0
2017,681,4993,0.0,736.51,1214.1,0.0
2002,682,5615,67.32,177.45,663.79,2.29
2003,682,5531,0.0,182.82,577.77,2.98
2004,682,5356,0.0,228.27,399.84,4.02
2005,682,5259,48.66,265.2,568.27,2.6
2006,682,5162,0.0,259.91,654.29,2.69
2007,682,5791,0.0,279.42,682.45,2.11
2008,682,5967,15.64,357.41,697.2,3.67
2009,682,5980,15.46,329.56,709.66,3.68
2010,682,6552,30.55,295.85,737.41,4.3
2011,682,6605,15.07,318.54,752.4,3.75
2012,682,6661,14.82,332.43,878.19,4.66
2013,682,6849,0.0,398.29,953.29,6.77
2014,682,6910,40.06,372.8,1015.11,3.86
2015,682,6968,28.7,414.96,1082.61,7.09
2016,682,7024,42.71,452.11,1212.18,4.66
2017,682,7078,14.13,418.9,1317.04,4.39
2002,683,3801,0.0,169.66,631.69,1.82
2003,683,3780,0.0,193.22,610.49,2.44
2004,683,3736,0.0,219.56,550.65,2.51
2005,683,3711,0.0,234.4,637.44,1.23
2006,683,3687,54.21,544.37,747.84,3.69
2007,683,3740,0.0,282.42,685.51,2.13
2008,683,3850,0.0,327.88,803.77,2.35
2009,683,3847,0.0,337.81,868.53,2.59
2010,683,3583,0.0,408.99,914.23,2.93
2011,683,3563,0.0,428.38,891.77,4.83
2012,683,3544,0.0,537.72,1020.27,3.36
2013,683,3588,0.0,606.32,1174.88,4.0
2014,683,3567,0.0,540.75,1389.9,0.0
2015,683,3557,0.0,633.04,1332.84,0.0
2016,683,3543,0.0,631.74,1582.94,0.0
2017,683,3530,0.0,746.55,1655.21,0.0
2002,684,6054,0.0,101.9,556.56,1.25
2003,684,6051,16.8,113.19,573.81,1.44
